session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,uid
1961,11,5,11,11,1,11,94,194,11,11,128
1962,11,1,1,11,11,13,11,1,11,11,128
1963,11,1,1,5,1,89,94,1,152,14,128
1964,13,1,19,13,1,3,19,14,13,75,128
1965,1,13,19,14,19,1,14,1,1,13,128
1966,1,14,1,14,14,1,13,14,1,14,128
1967,1,14,14,5,13,14,1,1,14,14,128
1968,14,1,1,14,5,14,1,14,14,1,128
1969,13,14,1,14,14,1,1,13,14,5,128
1970,89,1,1,19,1,1,13,19,14,13,128
1971,14,13,19,78,1,1,14,75,14,1,128
1972,14,1,1,13,352,1,14,14,5,1,128
1973,14,14,13,1,14,14,14,14,1,1,128
1974,14,14,13,14,14,1,1,14,14,14,128
1975,14,1,5,14,14,1,14,5,14,1,128
1976,14,14,13,14,1,14,1,14,13,14,128
1977,1,94,1,13,1,89,194,94,5,1,128
1978,13,78,11,19,733,19,1,13,75,19,128
1979,13,2637,13,1579,255,5,194,13,11,1,128
1980,11,1,1,1,1,1,19,11,19,13,128
1981,14,19,78,1,13,14,858,14,1,1,128
1982,75,1,1,152,13,11,1,19,13,11,128
1983,1,11,11,75,1,1,13,11,1,11,128
1984,1,11,1,13,5,11,255,201,189,5,128
1985,5,11,1,11,1,11,11,13,11,1,128
1986,11,11,11,1,11,1,11,11,11,1,128
1987,5,11,11,13,1,13,11,1,1,379,128
1988,89,5,89,201,89,13,1,152,38,14,128
1989,1,19,19,1,14,13,75,13,1,1,128
1990,14,1,1,13,1,13,14,152,1,19,128
1991,78,13,19,138,78,1,7,75,19,13,128
1992,7,13,1,7,1,14,13,1,1,1,128
1993,14,1,1,1,14,1,14,1,1,14,128
1994,14,14,1,14,14,75,1,5,13,14,128
1995,14,5,1,14,14,1,14,14,1,89,128
1996,14,14,75,14,14,1,1,14,14,13,128
1997,5,1,1,1,1,13,11,19,1,13,128
1998,78,11,1,75,1,11,1,1,11,1,128
1999,1,11,1,11,11,1,11,1,5,11,128
2000,11,1,11,11,1,11,11,1,11,11,128
2001,11,1,1,5,11,1,13,1,1,1,128
2002,13,89,89,152,19,8,13,1,78,1,128
2003,19,13,138,13,75,19,138,1,7,13,128
2004,78,19,7,1,1,1,1,1,13,13,128
2005,1,8,1,13,1,1,1,13,1,1,128
2006,8,5,8,1,8,8,1,1,8,8,128
2007,8,8,1,8,8,1,8,8,1,8,128
2008,8,1,8,8,1,8,8,8,8,1,128
2009,1,8,8,13,8,8,1,5,8,1,128
2010,8,8,1,1,1,13,13,1,8,8,128
2011,13,19,152,1,8,13,1,13,75,8,128
2012,8,1,8,1,1,13,8,1,1,5,128
2013,8,1,8,8,1,8,1,8,8,8,128
2014,1,1,352,89,443,8,8,59,1,8,128
2015,8,1,8,1,8,59,1,189,443,13,128
2016,1,5,255,94,291,1,1,11,13,152,128
2017,1,19,13,75,13,138,11,19,13,1,128
2018,1,1,11,13,1,11,1,1,1,1,128
2019,19,11,1,1,1,11,1,11,5,11,128
2020,1,11,5,11,1,219,11,201,13,11,128
2021,1,11,11,1,13,11,11,1,11,11,128
2022,13,5,11,5,1,1,278,312,290,1,128
2023,1,5,59,5,19,1,11,13,13,1,128
2024,1,5,313,290,379,278,352,59,255,291,128
2025,89,312,335,189,5,59,5,5,1,13,128
2026,1,8,13,1,38,1,3,19,13,138,128
2027,19,75,7,13,1,19,1,5,59,1,128
2028,1,94,13,1,8,1,13,8,1,1,128
2029,13,1,1,1,8,1,13,5,1,8,128
2030,8,1,8,1,1,8,5,335,8,312,128
2031,8,8,1,8,8,352,5,1,8,8,128
2032,1,8,8,1,8,194,59,8,1,8,128
2033,8,8,1,1,8,8,13,8,8,1,128
2034,5,89,8,8,1,59,94,89,5,1,128
2035,19,1,1,13,1,8,152,19,19,1,128
2036,13,75,138,13,138,19,13,7,1,1,128
2037,1,13,1,1,13,1,13,8,1,8,128
2038,1,1,1,1,1,8,8,1,8,8,128
2039,1,13,8,8,1,194,8,5,8,1,128
2040,8,8,13,8,1,1,8,8,8,8,128
2041,1,5,8,1,8,13,1,13,1,1,128
2042,13,1,7,152,78,1,19,75,19,13,128
2043,138,8,13,1,19,1,8,59,1,1,128
2044,1,1,1,13,1,201,1,13,1,13,128
2045,7,7,1,1,7,1,1,1,1,1,128
2046,7,1,7,1,7,7,1,7,7,1,128
2047,7,7,1,5,7,7,7,1,1,7,128
2048,7,7,7,1,1,7,7,7,1,7,128
2049,7,1,13,7,7,1,7,7,7,1,128
2050,7,1,1,1,1,5,94,194,1,13,128
2051,7,19,13,1,152,7,1,13,75,1,128
2052,7,1,89,1,13,94,13,1,7,7,128
2053,1,7,1,7,7,7,1,1,94,290,128
2054,201,94,5,7,13,7,7,1,5,1,128
2055,89,7,7,7,1,7,1,7,7,1,128
2056,7,7,13,7,1,1,7,7,7,1,128
2057,1,5,7,7,7,1,7,7,1,1,128
2058,13,13,13,1,1,1,13,1,19,13,128
2059,78,14,19,1,14,13,75,14,14,1,128
2060,1,1,1,1,14,14,5,89,5,1,128
2061,14,1,14,1,14,14,1,14,14,1,128
2062,14,1,14,14,14,1,1,14,5,14,128
2063,228,14,1,14,1,13,1,1,1,13,128
2064,1,89,228,14,152,59,19,1,94,5,128
2065,255,189,1,13,19,75,14,1,14,89,128
2066,14,14,1,1,13,1,14,14,1,14,128
2067,1,13,14,14,14,14,1,291,94,89,128
2068,5,1,14,14,13,14,1,1,14,14,128
2069,14,1,14,5,94,14,1,14,1,14,128
2070,14,94,14,13,14,1,1,5,14,14,128
2071,14,14,1,1,14,14,14,13,1,14,128
2072,5,1,1,189,94,1,1,1,13,8,128
2073,13,19,152,1,19,78,576,19,1,13,128
2074,75,19,13,8,8,1,1,8,1,1,128
2075,1,13,8,1,8,1,8,1,8,1,128
2076,8,8,8,1,8,8,1,8,1,8,128
2077,8,8,1,8,1,8,8,8,1,1,128
2078,13,1,1,13,5,1,13,19,152,8,128
2079,78,13,19,1,19,8,13,75,8,1,128
2080,13,1,13,8,1,1,13,1,8,8,128
2081,1,8,8,1,8,1,8,8,1,8,128
2082,8,8,8,5,1,1,8,8,8,1,128
2083,1,8,8,443,89,94,8,8,1,8,128
2084,194,8,1,13,8,1,279,291,5,189,128
2085,59,89,194,1,1,13,313,1,1,13,128
2086,1,19,8,152,13,8,13,75,8,1,128
2087,19,8,8,1,1,1,8,13,379,1,128
2088,8,279,290,1,8,1,8,1,13,8,128
2089,8,8,1,1,8,94,8,13,8,1,128
2090,5,8,1,8,8,1,8,8,1,8,128
2091,8,1,8,8,13,8,1,1,8,8,128
2092,8,1,8,5,8,1,8,8,1,8,128
2093,194,94,219,1,13,8,1,1,1,1,128
2094,59,189,1,13,78,1,19,8,19,13,128
2095,1,75,8,8,8,1,1,1,13,8,128
2096,1,8,1,8,8,1,8,8,8,1,128
2097,1,8,5,8,13,8,8,1,5,1,128
2098,8,8,8,8,1,8,8,1,8,1,128
2099,8,8,13,8,8,1,1,8,8,8,128
2100,1,1,1,1,1,13,1,19,14,13,128
2101,152,19,1,13,75,13,14,1,14,1,128
2102,14,1,1,13,1,14,14,1,14,1,128
2103,1,13,14,14,14,1,1,14,14,13,128
2104,14,1,14,14,1,14,14,1,14,59,128
2105,14,14,1,1,14,14,13,14,1,89,128
2106,14,14,1,94,13,5,1,1,1,13,128
2107,13,152,7,13,1,1,78,13,19,19,128
2108,7,13,1,75,13,1,7,1,1,1,128
2109,13,1,7,1,7,13,7,1,7,7,128
2110,1,7,7,1,19,19,1,1,5,219,128
2111,1,5,5,1,19,7,1,19,7,19,128
2112,1,14,13,78,1,19,535,7,1,138,128
2113,13,19,75,1,1,13,1,13,19,497,128
2114,78,152,11,11,1,19,75,1,13,11,128
2115,1,11,13,1,1,13,1,1,11,11,128
2116,1,11,11,1,1,11,11,11,11,1,128
2117,11,11,1,13,11,11,1,11,11,13,128
2118,1,11,11,1,11,11,13,11,11,1,128
2119,1,11,11,11,11,1,11,11,1,11,128
2120,11,1,1,19,1,1,13,1,19,152,128
2121,14,13,13,1,19,138,75,13,19,138,128
2122,1,19,78,13,7,7,1,5,1,1,128
2123,7,7,1,1,13,7,1,7,1,7,128
2124,1,1,13,1,1,1,13,14,14,1,128
2125,1,1,1,1,14,1,1,14,1,14,128
2126,14,13,1,14,14,14,1,14,1,14,128
2127,14,13,14,1,14,1,14,14,14,1,128
2128,14,1,14,14,1,14,14,13,14,1,128
2129,1,14,14,14,14,1,14,1,13,14,128
2130,1,1,5,3,2,2,3,6,6,2,128
2131,38,13,19,3,38,19,38,19,15,13,128
2132,38,6,1,7,13,10,78,1,7,10,128
2133,6,38,1,38,1,1,1,1,13,1,128
2134,15,15,15,1,3,13,38,19,19,38,128
2135,172,2135,13,13,19,19,78,38,2638,38,128
2136,78,1,2638,13,19,78,8,6,13,8,128
2137,1,1,15,15,1,15,1,3,38,43,128
2138,81,13,13,858,13,8,38,19,78,8,128
2139,38,3,19,13,1,733,13,628,1,19,128
2140,3,733,6,8,75,1,75,75,8,1,128
2141,8,1,13,1,13,8,1,8,19,8,128
2142,1,8,8,5,59,8,8,1,1,8,128
2143,8,8,8,1,1,8,59,291,5,8,128
2144,59,89,291,59,335,312,278,352,290,89,128
2145,94,379,313,59,255,235,189,278,312,335,128
2146,291,379,5,94,235,189,255,335,290,278,128
2147,379,352,313,312,59,313,5,59,8,1,128
2148,8,5,8,1,8,8,1,94,59,94,128
2149,5,189,279,59,8,279,59,235,8,335,128
2150,278,352,312,59,5,313,13,8,8,1,128
2151,1,8,8,313,59,335,5,255,89,94,128
2152,189,290,228,312,1,1,59,228,278,189,128
2153,291,89,278,5,219,201,19,379,201,219,128
2154,13,1,1,13,1,38,94,8,13,1572,128
2155,13,1,19,138,7,1,13,19,138,7,128
2156,13,1,1,1,1,1,13,94,1,13,128
2157,1,1,13,8,1,8,1,8,1,8,128
2158,1,13,19,19,19,1,19,8,19,13,128
2159,75,11,152,19,1,78,628,1,13,11,128
2160,19,900,11,75,1,1,11,13,1,1,128
2161,11,13,11,1,94,94,94,11,1,1,128
2162,11,11,11,11,94,1,11,11,1,11,128
2163,11,1,89,11,94,11,201,1,951,278,128
2164,5,11,335,312,313,379,59,278,94,290,128
2165,951,352,291,313,335,94,59,5,44,1,128
2166,951,17,277,44,5,59,277,1820,31,17,128
2167,2,3,31,11,3,1,13,1,2,1820,128
2168,951,59,290,59,352,235,277,951,94,312,128
2169,278,5,13,1,13,8,1,1,13,19,128
2170,78,576,13,19,628,75,576,138,13,138,128
2171,78,19,7,1,13,38,7,19,1,1,128
2172,1,1,5,59,1,5,13,13,1,1,128
2173,1,13,8,78,1,8,1,1,8,1,128
2174,1,8,59,8,1,8,1,1,1,8,128
2175,8,335,5,89,951,5,59,951,277,1820,128
2176,8,8,1,228,951,1820,2,3,89,59,128
2177,1,278,379,8,5,8,8,1,8,8,128
2178,1,8,8,1,8,8,8,1,1,5,128
2179,59,5,13,5,94,1,1,89,5,59,128
2180,5,1,13,19,1,14,13,78,152,13,128
2181,19,1,75,138,13,19,138,1,7,19,128
2182,13,1,1,1,1,13,1,13,1,13,128
2183,14,1,14,94,1,1,1,1,1,1,128
2184,14,1,14,19,14,19,19,1,19,19,128
2185,19,19,14,14,19,59,13,1,152,7,128
2186,13,78,19,7,1,75,1,1,1,13,128
2187,13,1,7,7,1,1,7,1,7,7,128
2188,7,1,1,7,13,7,7,1,7,1,128
2189,7,7,1,59,7,290,189,291,312,219,128
2190,5,59,279,279,352,89,59,7,1,59,128
2191,89,7,89,5,278,89,189,89,1,89,128
2192,89,5,59,189,219,7,228,189,279,59,128
2193,5,5,201,59,7,13,235,5,5,7,128
2194,59,1,89,1,59,89,201,89,94,7,128
2195,7,7,1,89,5,219,194,1,7,59,128
2196,352,89,94,7,7,1,7,7,1,1,128
2197,13,13,1,1,5,194,5,89,201,13,128
2198,1,189,19,7,89,19,1,13,13,138,128
2199,75,138,7,78,19,13,1,7,1,1,128
2200,7,1,7,1,89,13,1,279,5,94,128
2201,89,5,7,7,1,5,59,59,5,291,128
2202,235,235,5,7,5,1,1,13,1,1,128
2203,1,13,7,1,7,1,1,1,1,1,128
2204,13,7,7,1,1,7,1,13,59,94,128
2205,7,7,1,7,1,7,5,7,7,1,128
2206,1,7,7,89,94,59,1,7,7,7,128
2207,1,7,1,7,7,13,94,1,7,1,128
2208,5,7,7,1,228,7,1,1,1,1,128
2209,1,13,14,78,19,535,1,535,14,75,128
2210,13,1,14,1,14,14,1,1,1,13,128
2211,14,14,1,5,59,1,14,1,14,14,128
2212,1,14,1,14,14,59,1,14,14,1,128
2213,14,14,14,1,1,14,5,14,14,1,128
2214,14,1,13,94,89,14,1,19,19,19,128
2215,19,19,19,1,13,19,11,152,900,19,128
2216,576,13,1,11,1,19,13,138,75,1,128
2217,13,11,11,152,11,13,1,19,19,13,128
2218,900,138,13,19,1,14,78,75,19,1,128
2219,14,13,14,14,1,13,11,1,11,1,128
2220,1,1,1,1,1,1,11,1,11,11,128
2221,1,11,11,11,1,1,5,11,11,11,128
2222,1,1,11,11,11,1,189,94,11,1,128
2223,89,11,11,1,75,11,13,11,1,11,128
2224,1,11,11,11,75,1,1,11,11,11,128
2225,1,1,5,19,1,13,1,11,13,13,128
2226,1,19,138,7,13,19,13,7,75,1,128
2227,1,1,1,1,13,11,11,1,1,1,128
2228,1,11,1,1,11,1,11,5,11,1,128
2229,1,11,11,1,11,11,1,11,1,11,128
2230,11,1,11,1,11,11,11,1,1,11,128
2231,5,13,1,1,1,1,13,14,1,13,128
2232,75,535,138,13,138,13,19,7,1,78,128
2233,7,1,1,7,1,1,7,1,1,13,128
2234,7,7,1,1,7,7,78,7,1,1,128
2235,13,1,59,94,14,13,1,14,1,1,128
2236,1,1,14,14,1,1,14,14,1,14,128
2237,14,5,1,14,1,14,14,1,14,14,128
2238,1,14,14,1,14,14,14,14,1,1,128
2239,5,14,14,14,1,14,14,1,14,13,128
2240,14,1,14,14,14,1,14,1,5,1,128
2241,1,13,1,19,7,1,13,75,1,7,128
2242,13,1,7,1,7,1,13,1,7,1,128
2243,7,7,1,7,7,1,7,1,5,7,128
2244,7,7,1,1,7,7,1,7,7,1,128
2245,7,1,7,7,13,7,1,1,5,7,128
2246,7,7,1,1,1,1,13,1,152,14,128
2247,19,13,19,1,13,14,75,1,14,14,128
2248,14,1,1,1,13,1,14,1,14,1,128
2249,14,1,13,14,1,14,14,1,5,14,128
2250,201,1,13,14,14,1,14,14,14,1,128
2251,1,14,14,14,1,14,1,14,5,13,128
2252,14,1,14,14,13,1,14,14,1,1,128
2253,1,5,1,1,13,13,78,8,152,19,128
2254,1,13,19,75,13,8,8,1,1,13,128
2255,1,13,8,1,13,1,8,8,1,8,128
2256,8,1,1,8,5,8,8,1,8,8,128
2257,1,8,8,1,8,8,1,8,1,8,128
2258,8,8,8,1,1,8,8,13,8,5,128
2259,1,1,1,1,1,5,1,13,1,19,128
2260,152,78,14,13,19,75,13,14,1,14,128
2261,1,1,1,13,1,14,14,1,14,14,128
2262,1,13,14,14,14,1,14,1,14,14,128
2263,13,14,14,1,1,14,14,14,14,1,128
2264,5,14,14,1,14,14,1,14,14,13,128
2265,14,1,14,59,1,5,5,5,59,5,128
2266,443,13,14,14,379,59,5,5,59,5,128
2267,89,379,443,255,5,379,352,219,255,194,128
2268,59,59,5,89,1,59,59,1,228,189,128
2269,255,201,219,235,13,1,1,59,13,78,128
2270,11,19,1,152,497,94,1,11,497,13,128
2271,19,1,75,11,11,13,11,290,1,11,128
2272,5,13,11,1,1,13,1,11,352,11,128
2273,1,94,5,11,11,1,1,228,11,194,128
2274,11,5,279,59,5,11,11,1,11,1,128
2275,11,11,11,1,278,11,11,194,5,59,128
2276,189,228,443,5,1,219,11,59,11,1,128
2277,11,11,443,5,443,11,11,1,17,5,128
2278,189,59,4,215,10,21,4,11,11,65,128
2279,27,4,13,235,11,10,21,65,27,30,128
2280,4,3,11,1,30,9,6,3,9,6,128
2281,9,33,4,201,235,1,89,11,11,9,128
2282,33,10,4,9,6,4,6,9,4,4,128
2283,4,11,1,11,4,9,1,1,13,13,128
2284,1,1,13,38,152,14,13,78,152,38,128
2285,14,19,535,38,13,1,6,19,19,1,128
2286,9,9,38,3,13,6,19,6,77,13,128
2287,14,19,13,3,1,77,38,19,14,235,128
2288,5,5,5,14,5,5,5,4,5,13,128
2289,4,9,14,335,38,9,5,19,13,38,128
2290,11,152,1,19,19,1,11,11,19,13,128
2291,19,6,13,228,77,11,335,352,5,4,128
2292,155,21,3,2,13,89,11,5,5,13,128
2293,14,1,19,19,13,6,13,77,14,13,128
2294,89,59,94,279,228,59,335,290,5,278,128
2295,352,255,219,255,279,5,278,290,59,219,128
2296,94,5,59,89,219,5,94,5,4,65,128
2297,27,10,4,228,5,89,21,255,59,5,128
2298,94,279,5,17,443,194,1400,13,201,1400,128
2299,219,443,194,5,17,291,189,219,290,201,128
2300,94,291,443,59,14,189,5,278,352,235,128
2301,194,201,5,443,189,189,194,13,9,94,128
2302,235,5,5,313,13,7,19,7,1,7,128
2303,13,5,6,77,5,13,7,1,7,5,128
2304,5,5,7,290,5,313,5,5,313,5,128
2305,13,5,7,4,13,5,1,13,14,1,128
2306,152,19,5,19,19,13,5,6,5,13,128
2307,77,14,5,312,201,94,5,5,13,312,128
2308,194,5,5,5,228,279,278,189,59,5,128
2309,443,17,1400,5,194,14,13,152,13,1,128
2310,8,5,19,19,1,6,13,8,8,5,128
2311,59,228,8,1,13,77,2,588,3,3,128
2312,2,2,3,6,2,3,6,2,11,13,128
2313,38,2,152,38,1,13,19,78,13,3,128
2314,19,38,6,6,8,1,13,19,3,138,128
2315,75,8,78,138,19,13,1,75,13,19,128
2316,138,8,75,13,138,19,38,13,11,78,128
2317,1,11,78,3,11,1,11,1,1,11,128
2318,11,1,11,1,43,11,1,1,11,11,128
2319,11,1,1,11,11,19,11,19,1,13,128
2320,2,11,152,1,2,138,13,2,138,7,128
2321,78,1,13,75,1,7,19,13,138,19,128
2322,13,138,19,1,1,75,13,11,1,11,128
2323,1,11,1,11,75,1,1,1,11,1,128
2324,1,11,1,19,11,1,19,1,1,75,128
2325,2,8,13,152,19,1,13,19,138,2,128
2326,1,138,78,7,13,2,19,7,138,75,128
2327,13,1,7,13,138,138,19,13,7,1,128
2328,13,8,1,8,1,1,1,8,1,1,128
2329,1,8,1,8,1,8,8,1,8,8,128
2330,8,1,1,8,8,8,1,1,8,1,128
2331,8,8,8,1,1,8,8,8,13,19,128
2332,1,1,8,8,1,1,1,8,8,1,128
2333,8,1,1,1,8,8,8,1,8,8,128
2334,1,8,8,1,8,1,8,1,8,8,128
2335,19,1,19,8,1,8,8,1,8,1,128
2336,75,8,8,1,1,1,8,75,7,13,128
2337,1,78,78,19,1,38,13,7,1,7,128
2338,1,1,8,13,1,8,1,1,1,8,128
2339,8,8,1,1,8,8,8,1,1,8,128
2340,8,1,1,1,8,8,8,1,1,8,128
2341,8,8,1,1,8,8,8,8,1,8,128
2342,1,8,8,1,8,1,8,8,1,8,128
2343,1,1,1,8,8,8,1,1,8,8,128
2344,8,8,1,1,8,8,8,1,8,1,128
2345,8,8,1,8,8,1,8,1,8,1,128
2346,7,78,13,1,7,1,13,8,1,1,128
2347,1,8,1,8,1,8,8,8,6,1,128
2348,1,8,8,8,1,8,8,1,8,8,128
2349,1,8,1,8,8,1,8,8,8,1,128
2350,1,8,8,8,1,8,1,8,8,1,128
2351,8,8,1,8,1,8,8,8,1,1,128
2352,8,8,1,1,19,1,1,1,1,1,128
2353,8,8,1,1,1,8,8,8,1,8,128
2354,1,8,8,1,8,8,1,8,1,19,128
2355,13,7,1,1,13,1,1,1,8,1,128
2356,1,1,1,8,8,8,1,1,8,8,128
2357,8,1,8,1,8,8,1,8,8,1,128
2358,8,8,1,8,8,8,1,1,8,8,128
2359,8,1,8,1,8,8,1,8,8,1,128
2360,8,1,8,8,8,1,1,8,8,8,128
2361,1,1,8,8,8,1,8,1,1,19,128
2362,38,588,2,3,2,3,6,5,5,59,128
2363,3,2,6,59,43,5,5,59,94,89,128
2364,290,278,352,335,313,379,291,5,59,312,128
2365,235,194,279,5,89,335,59,379,290,313,128
2366,352,291,94,278,313,278,59,235,194,279,128
2367,5,278,59,335,5,352,291,59,5,59,128
2368,352,59,59,94,5,89,59,59,228,5,128
2369,228,59,951,5,194,94,379,313,59,951,128
2370,335,278,313,379,312,352,291,290,94,335,128
2371,5,59,951,44,89,278,94,312,59,279,128
2372,59,5,5,5,279,59,313,5,59,5,128
2373,59,201,5,228,59,94,5,94,201,59,128
2374,59,5,94,59,89,201,201,235,5,59,128
2375,189,194,94,5,228,194,189,201,5,94,128
2376,59,189,194,335,59,94,194,89,5,313,128
2377,5,89,5,255,194,219,335,194,255,219,128
2378,278,312,290,194,89,59,313,5,228,189,128
2379,201,5,89,219,255,279,194,94,5,201,128
2380,89,219,219,5,189,228,219,255,228,219,128
2381,201,59,89,94,5,189,313,89,352,290,128
2382,313,352,312,291,201,5,94,352,94,5,128
2383,94,59,5,5,5,5,5,5,5,291,128
2384,235,5,201,235,89,279,5,59,5,5,128
2385,2,11,13,2,38,1,78,38,38,38,128
2386,19,78,3,38,3,13,6,628,1,75,128
2387,138,19,13,14,6,75,75,14,14,38,128
2388,1,13,78,19,78,1,1,11,13,1,128
2389,3,11,11,15,38,11,1,1,1,11,128
2390,1,11,5,443,59,189,443,59,1,11,128
2391,1,11,11,5,59,59,89,94,291,5,128
2392,335,5,59,5,235,1,11,5,11,1,128
2393,5,11,11,11,1,1,11,11,313,235,128
2394,5,11,11,1,313,11,1,11,11,94,128
2395,1,11,11,13,313,5,312,11,1,1,128
2396,11,11,290,11,11,1,5,1,11,11,128
2397,11,1,59,89,11,11,1,278,379,312,128
2398,59,5,11,11,1,11,11,443,94,11,128
2399,5,1,89,1,11,11,278,11,11,1,128
2400,1,11,11,11,1,11,1,11,11,19,128
2401,19,1,1,1,5,1,1,5,379,1,128
2402,1,443,89,1,1,19,352,1,59,5,128
2403,1,1,1,1,1,1,1,5,1,1,128
2404,75,1,1,5,1,1,1,75,5,5,128
2405,1,1,11,11,1,11,1,5,1,1,128
2406,1,1,1,1,5,5,5,5,5,5,128
2407,5,5,5,94,5,201,228,5,194,5,128
2408,5,201,59,228,5,5,5,5,5,5,128
2409,194,5,5,5,5,5,5,5,5,5,128
2410,5,5,5,5,5,5,5,5,5,5,128
2411,5,5,5,5,5,5,89,5,59,278,128
2412,5,5,5,89,94,5,94,5,5,5,128
2413,89,94,228,5,5,5,5,94,291,291,128
2414,5,291,5,5,94,5,5,5,94,5,128
2415,5,5,94,89,94,5,5,5,59,5,128
2416,59,5,291,89,228,5,5,89,290,5,128
2417,5,5,235,290,5,5,5,5,5,5,128
2418,5,5,5,94,5,5,5,89,5,5,128
2419,5,5,5,5,5,5,5,5,5,5,128
2420,5,5,5,5,5,5,5,5,5,5,128
2421,5,5,5,5,5,5,5,5,5,5,128
2422,5,5,5,5,5,5,5,5,5,5,128
2423,5,5,5,5,5,5,5,5,5,5,128
2424,5,5,5,5,5,59,5,5,5,5,128
2425,5,201,5,5,291,5,5,5,5,5,128
2426,5,59,59,255,290,5,279,89,89,379,128
2427,94,312,5,189,5,59,89,59,5,89,128
2428,201,89,255,94,59,5,5,2136,2137,1821,128
2429,1017,89,2639,901,59,5,2136,1821,2137,2136,128
2430,1821,89,2639,2137,1821,194,290,5,291,94,128
2431,5,201,5,1017,1017,5,5,5,5,5,128
2432,94,5,5,189,5,255,94,5,5,5,128
2433,5,5,5,5,5,5,94,2,3,314,128
2434,2,150,2,314,150,76,150,1580,76,539,128
2435,539,150,76,517,76,150,150,76,5,5,128
2436,76,150,150,76,150,76,539,76,5,76,128
2437,150,76,539,150,150,1165,539,76,76,5,128
2438,5,76,5,76,5,5,5,76,76,5,128
2439,2,150,2,5,76,539,539,76,76,5,128
2440,76,94,76,150,2,76,539,150,76,539,128
2441,76,539,1165,76,5,76,76,5,76,76,128
2442,5,150,76,150,539,150,76,76,150,3402,128
2443,5,150,150,76,1165,539,5,539,76,76,128
2444,76,76,5,5,76,5,150,150,150,76,128
2445,517,76,76,76,5,5,76,5,76,150,128
2446,76,150,539,1165,5,76,5,76,150,76,128
2447,76,1165,539,150,76,76,76,76,150,1165,128
2448,76,150,539,539,5,5,76,76,5,76,128
2449,150,5,76,539,150,539,1165,76,76,76,128
2450,5,5,219,228,5,189,278,290,335,312,128
2451,291,335,76,5,89,94,312,189,59,219,128
2452,201,5,76,235,189,5,5,94,201,235,128
2453,255,5,219,76,5,5,150,150,76,1165,128
2454,539,76,76,810,76,150,5,810,810,150,128
2455,810,810,5,810,810,810,5,94,810,539,128
2456,150,539,76,517,810,5,76,5,5,810,128
2457,1581,810,150,150,76,150,3403,76,44,22,128
2458,539,18,150,1582,76,17,22,5,2,3,128
2459,5,5,4,215,10,21,4,65,27,10,128
2460,21,65,27,4,4,76,3,6,9,30,128
2461,9,30,4,3,9,33,4,9,10,33,128
2462,6,6,4,5,5,76,5,5,76,150,128
2463,1581,810,150,76,5,539,76,211,150,810,128
2464,1581,76,150,539,3,1582,5,539,76,5,128
2465,4,5,9,4,3,155,21,2,155,3,128
2466,65,568,778,5,568,59,279,228,194,194,128
2467,279,228,5,59,568,5,568,5,5,5,128
2468,4,27,21,10,4,4,5,5,5,5,128
2469,5,5,5,5,5,5,5,5,5,5,128
2470,5,5,568,44,778,5,5,5,5,5,128
2471,5,5,5,5,5,5,11,1,11,11,128
2472,11,11,1,1,11,11,11,1,1,11,128
2473,11,11,1,11,11,1,5,11,11,1,128
2474,11,11,1,11,1,5,11,11,11,11,128
2475,1,5,1,11,11,11,1,11,11,1,128
2476,11,11,1,11,11,11,1,11,11,5,128
2477,11,1,1,11,11,11,1,1,1,1,128
2478,5,1,1,5,1,5,1,1,1,11,128
2479,11,1,1,38,19,1,1,5,1,13,128
2480,38,11,1,11,11,11,11,1,11,11,128
2481,1,11,11,11,1,11,11,1,1,1,128
2482,1,5,1,1,5,1,5,1,1,1,128
2483,1,1,1,1,5,1,1,1,1,1,128
2484,1,1,5,1,1,5,1,1,1,5,128
2485,13,38,13,138,19,8,1,78,38,19,128
2486,13,628,1,11,11,1,11,13,8,1,128
2487,1,1,19,1,1,8,1,8,1,8,128
2488,1,15,15,8,15,15,15,15,8,15,128
2489,3,13,19,38,13,1,172,1822,78,13,128
2490,14,19,1,14,13,19,1,3,75,1,128
2491,14,1,1,13,1,13,14,5,14,19,128
2492,1,14,1,14,14,14,14,1,19,1,128
2493,1,5,1,14,1,14,5,14,1,14,128
2494,14,5,1,14,14,1,14,14,14,14,128
2495,1,1,14,14,13,14,14,1,14,1,128
2496,14,14,1,14,14,1,14,14,5,1,128
2497,14,14,14,14,1,1,14,14,14,1,128
2498,14,1,14,14,14,1,14,14,1,14,128
2499,5,1,14,1,1,5,1,1,13,1,128
2500,5,19,13,14,19,152,75,13,14,1,128
2501,75,19,14,75,1,14,1,1,13,14,128
2502,1,5,14,1,14,1,14,14,94,14,128
2503,5,14,1,1,14,14,14,1,14,1,128
2504,14,14,5,89,14,1,5,14,14,1,128
2505,14,1,14,14,5,13,14,1,14,1,128
2506,14,14,14,89,5,94,1,279,1,14,128
2507,14,14,279,5,94,1,14,5,14,1,128
2508,14,14,1,14,14,5,14,1,1,14,128
2509,14,14,14,1,1,14,1,1,1,5,128
2510,13,1,5,1,89,235,5,5,5,44,128
2511,568,5,778,4,5,5,568,5,778,4,128
2512,10,5,4,21,65,27,3,30,9,6,128
2513,10,21,65,51,33,4,27,30,51,33,128
2514,9,3,6,4,4,4,4,3,51,4,128
2515,2,155,15,15,3,13,19,19,78,1,128
2516,536,38,15,15,15,15,15,15,15,15,128
